336384	13.0	/m/04k94	train
336385	11.0	/m/04k94	train
264194	3.4	/m/04k94	train
420867	4.9	/m/04k94	train
420869	12.0	/m/04k94	train
188430	16.4	/m/04k94	train
395280	4.9	/m/04k94	train
137235	12.8	/m/04k94	train
154645	19.4	/m/04k94	train
414744	0.7	/m/04k94	train
386074	11.2	/m/04k94	train
418853	7.9	/m/04k94	train
72743	5.3	/m/04k94	train
94766	12.1	/m/04k94	train
202290	8.2	/m/04k94	train
423488	17.4	/m/04k94	train
418883	6.5	/m/04k94	train
423494	6.8	/m/04k94	train
162889	7.9	/m/04k94	train
162893	13.2	/m/04k94	train
415312	3.8	/m/04k94	train
364625	3.9	/m/04k94	train
394327	13.7	/m/04k94	train
271456	11.3	/m/04k94	train
413280	5.6	/m/04k94	train
274020	0.9	/m/04k94	train
125549	15.2	/m/04k94	train
106099	9.9	/m/04k94	train
190580	1.0	/m/04k94	train
251002	6.8	/m/04k94	train
123003	9.0	/m/04k94	train
377990	8.4	/m/04k94	train
240779	3.5	/m/04k94	train
320139	2.5	/m/04k94	train
408205	14.0	/m/04k94	train
405650	2.9	/m/04k94	train
405651	2.5	/m/04k94	train
56982	10.7	/m/04k94	train
117403	8.7	/m/04k94	train
214687	3.5	/m/04k94	train
200353	3.3	/m/04k94	train
200352	4.1	/m/04k94	train
200351	5.5	/m/04k94	train
334503	3.6	/m/04k94	train
116396	2.4	/m/04k94	train
218285	11.9	/m/04k94	train
349358	18.7	/m/04k94	train
199344	4.7	/m/04k94	train
199345	3.6	/m/04k94	train
199351	2.9	/m/04k94	train
388284	7.8	/m/04k94	train
219338	3.7	/m/04k94	train
199373	17.5	/m/04k94	train
199374	11.4	/m/04k94	train
199375	2.0	/m/04k94	train
79057	3.1	/m/04k94	train
199376	5.0	/m/04k94	train
199377	2.8	/m/04k94	train
199378	1.9	/m/04k94	train
199380	8.1	/m/04k94	train
221914	0.6	/m/04k94	train
379612	0.9	/m/04k94	train
432349	17.9	/m/04k94	train
432350	10.2	/m/04k94	train
79070	2.1	/m/04k94	train
238300	16.2	/m/04k94	train
180453	13.5	/m/04k94	train
325349	13.5	/m/04k94	train
199398	10.2	/m/04k94	train
325350	8.5	/m/04k94	train
325351	6.5	/m/04k94	train
337130	5.0	/m/04k94	train
90347	6.8	/m/04k94	train
325352	6.5	/m/04k94	train
410861	11.1	/m/04k94	train
347385	13.5	/m/04k94	train
203003	10.1	/m/04k94	train
203004	6.1	/m/04k94	train
325885	12.5	/m/04k94	train
218875	9.4	/m/04k94	train
325887	2.4	/m/04k94	train
218876	9.4	/m/04k94	train
203009	6.0	/m/04k94	train
415485	1.8	/m/04k94	train
218877	9.4	/m/04k94	train
144135	5.4	/m/04k94	train
401672	8.5	/m/04k94	train
257801	3.8	/m/04k94	train
261386	1.9	/m/04k94	train
422667	6.9	/m/04k94	train
263949	3.9	/m/04k94	train
404241	13.8	/m/04k94	train
404242	13.8	/m/04k94	train
263953	3.7	/m/04k94	train
263952	3.7	/m/04k94	train
175383	19.2	/m/04k94	train
404248	13.8	/m/04k94	train
263955	14.7	/m/04k94	train
199453	2.2	/m/04k94	train
399137	10.6	/m/04k94	train
199467	19.0	/m/04k94	train
199468	6.9	/m/04k94	train
391982	9.6	/m/04k94	train
105264	5.1	/m/04k94	train
199473	10.5	/m/04k94	train
199474	1.4	/m/04k94	train
92978	3.9	/m/04k94	train
79157	4.8	/m/04k94	train
199472	11.2	/m/04k94	train
79159	4.4	/m/04k94	train
208690	7.2	/m/04k94	train
60730	9.8	/m/04k94	train
361278	11.0	/m/04k94	train
199486	10.3	/m/04k94	train
199487	6.4	/m/04k94	train
199488	17.6	/m/04k94	train
238401	8.7	/m/04k94	train
