237317	9.5	/m/01lsmm,/t/dd00071	train
158469	4.6	/m/01lsmm,/t/dd00071	train
158470	4.6	/m/01lsmm,/t/dd00071	train
257032	11.5	/m/01lsmm,/t/dd00071	train
394769	6.1	/m/01lsmm,/t/dd00071	train
366867	20.5	/m/01lsmm,/t/dd00071	train
372246	1.0	/m/01lsmm,/t/dd00071	train
216087	7.3	/m/01lsmm,/t/dd00071	train
378393	10.4	/m/01lsmm,/t/dd00071	train
372250	2.2	/m/01lsmm,/t/dd00071	train
233241	7.3	/m/01lsmm,/t/dd00071	train
424988	1.0	/m/01lsmm,/t/dd00071	train
426268	5.4	/m/01lsmm,/t/dd00071	train
26142	3.0	/m/01lsmm,/t/dd00071	train
216094	1.0	/m/01lsmm,/t/dd00071	train
6175	2.0	/m/01lsmm,/t/dd00071	train
353057	26.4	/m/01lsmm,/t/dd00071	train
11560	0.4	/m/01lsmm,/t/dd00071	train
397609	0.7	/m/01lsmm,/t/dd00071	train
397610	0.8	/m/01lsmm,/t/dd00071	train
397608	0.4	/m/01lsmm,/t/dd00071	train
78897	24.0	/m/01lsmm,/t/dd00071	train
567	4.0	/m/01lsmm,/t/dd00071	train
360503	10.7	/m/01lsmm,/t/dd00071	train
64313	7.7	/m/01lsmm,/t/dd00071	train
272442	8.9	/m/01lsmm,/t/dd00071	train
212289	4.4	/m/01lsmm,/t/dd00071	train
426819	0.6	/m/01lsmm,/t/dd00071	train
426820	0.9	/m/01lsmm,/t/dd00071	train
426824	0.8	/m/01lsmm,/t/dd00071	train
179015	8.1	/m/01lsmm,/t/dd00071	train
426826	1.3	/m/01lsmm,/t/dd00071	train
426827	1.2	/m/01lsmm,/t/dd00071	train
212300	1.4	/m/01lsmm,/t/dd00071	train
212301	0.5	/m/01lsmm,/t/dd00071	train
426825	1.3	/m/01lsmm,/t/dd00071	train
212303	2.7	/m/01lsmm,/t/dd00071	train
182356	20.0	/m/01lsmm,/t/dd00071	train
162901	13.6	/m/01lsmm,/t/dd00071	train
132949	1.4	/m/01lsmm,/t/dd00071	train
132951	8.4	/m/01lsmm,/t/dd00071	train
140889	5.0	/m/01lsmm,/t/dd00071	train
132952	6.9	/m/01lsmm,/t/dd00071	train
240473	0.5	/m/01lsmm,/t/dd00071	train
274778	14.4	/m/01lsmm,/t/dd00071	train
194658	0.5	/m/01lsmm,/t/dd00071	train
194659	0.4	/m/01lsmm,/t/dd00071	train
63586	8.9	/m/01lsmm,/t/dd00071	train
167269	8.5	/m/01lsmm,/t/dd00071	train
347245	17.7	/m/01lsmm,/t/dd00071	train
214897	20.7	/m/01lsmm,/t/dd00071	train
81265	9.9	/m/01lsmm,/t/dd00071	train
34938	4.9	/m/01lsmm,/t/dd00071	train
252796	9.9	/m/01lsmm,/t/dd00071	train
263037	8.9	/m/01lsmm,/t/dd00071	train
346504	2.0	/m/01lsmm,/t/dd00071	train
346506	0.3	/m/01lsmm,/t/dd00071	train
