33872	19.4	/m/07r04,/m/012f08,/m/07yv9	train
270430	28.9	/m/07r04,/m/012f08,/m/07yv9	train
345336	17.0	/m/07r04,/m/012f08,/m/07yv9	train
231444	20.7	/m/07r04,/m/07yv9,/m/012f08	train
231447	12.0	/m/07r04,/m/07yv9,/m/012f08	train
231448	9.4	/m/07r04,/m/012f08,/m/07yv9	train
335896	7.7	/m/07r04,/m/012f08,/m/07yv9	train
121901	23.2	/m/07r04,/m/012f08,/m/07yv9	train
197166	12.5	/m/07r04,/m/012f08,/m/07yv9	train
176687	14.1	/m/07r04,/m/012f08,/m/07yv9	train
87600	29.0	/m/07r04,/m/012f08,/m/07yv9	train
294451	27.5	/m/07r04,/m/012f08,/m/07yv9	train
369723	12.0	/m/07r04,/m/012f08,/m/07yv9	train
428606	10.5	/m/07r04,/m/012f08,/m/07yv9	train
405062	14.6	/m/07r04,/m/012f08,/m/07yv9	train
162891	16.2	/m/07r04,/m/012f08,/m/07yv9	train
162895	26.1	/m/07r04,/m/012f08,/m/07yv9	train
389712	4.6	/m/07r04,/m/012f08,/m/07yv9	train
329809	10.6	/m/07r04,/m/012f08,/m/07yv9	train
131171	4.4	/m/07r04,/m/012f08,/m/07yv9	train
276080	12.8	/m/07r04,/m/012f08,/m/07yv9	train
86150	28.8	/m/07r04,/m/012f08,/m/07yv9	train
41106	15.5	/m/07r04,/m/012f08,/m/07yv9	train
411817	22.5	/m/07r04,/m/012f08,/m/07yv9	train
406194	28.6	/m/07r04,/m/012f08,/m/07yv9	train
393938	14.1	/m/07r04,/m/012f08,/m/07yv9	train
332503	12.3	/m/07r04,/m/012f08,/m/07yv9	train
329949	7.5	/m/07r04,/m/012f08,/m/07yv9	train
268526	20.2	/m/07r04,/m/012f08,/m/07yv9	train
134897	18.5	/m/07r04,/m/012f08,/m/07yv9	train
134898	13.0	/m/07r04,/m/012f08,/m/07yv9	train
24333	12.0	/m/07r04,/m/012f08,/m/07yv9	train
103183	26.1	/m/07r04,/m/012f08,/m/07yv9	train
165167	13.1	/m/07r04,/m/012f08,/m/07yv9	train
104760	22.2	/m/07r04,/m/012f08,/m/07yv9	train
55099	11.2	/m/07r04,/m/012f08,/m/07yv9	train
325464	17.8	/m/07r04,/m/012f08,/m/07yv9	train
406883	10.3	/m/07r04,/m/012f08,/m/07yv9	train
22382	16.7	/m/07r04,/m/012f08,/m/07yv9	train
425841	13.1	/m/07r04,/m/012f08,/m/07yv9	train
16768	7.4	/m/07r04,/m/012f08,/m/07yv9	train
95124	18.2	/m/07r04,/m/07yv9,/m/012f08	train
162712	16.2	/m/07r04,/m/012f08,/m/07yv9	train
103326	28.7	/m/07r04,/m/012f08,/m/07yv9	train
162721	24.1	/m/07r04,/m/012f08,/m/07yv9	train
162725	5.6	/m/07r04,/m/012f08,/m/07yv9	train
162727	20.4	/m/07r04,/m/012f08,/m/07yv9	train
330664	13.4	/m/07r04,/m/012f08,/m/07yv9	train
393663	4.6	/m/07r04,/m/012f08,/m/07yv9	train
252864	15.0	/m/07r04,/m/012f08,/m/07yv9	train
109521	24.9	/m/07r04,/m/012f08,/m/07yv9	train
109522	25.9	/m/07r04,/m/012f08,/m/07yv9	train
109523	17.4	/m/07r04,/m/012f08,/m/07yv9	train
196567	16.2	/m/07r04,/m/012f08,/m/07yv9	train
109533	21.9	/m/07r04,/m/012f08,/m/07yv9	train
109534	20.0	/m/07r04,/m/012f08,/m/07yv9	train
109535	18.5	/m/07r04,/m/012f08,/m/07yv9	train
406498	27.7	/m/07r04,/m/012f08,/m/07yv9	train
89571	25.5	/m/07r04,/m/07yv9,/m/012f08	train
89572	20.1	/m/07r04,/m/012f08,/m/07yv9	train
172520	12.6	/m/07r04,/m/012f08,/m/07yv9	train
172521	12.6	/m/07r04,/m/07yv9,/m/012f08	train
404975	24.6	/m/07r04,/m/012f08,/m/07yv9	train
240626	16.7	/m/07r04,/m/012f08,/m/07yv9	train
322556	17.8	/m/07r04,/m/012f08,/m/07yv9	train
